product_i,name_i,product_j,name_j,weighted_similarity
2505,"Sands: natural, whether or not coloured",2517,"Pebbles, gravel, broken or crushed stone, Macadam of slag, dross or similar industrial waste, Tarred macadam and Stones",0.8555
8426,Cranes and Cranes and derricks,8707,"Vehicle bodies, including cabs",0.8548
8413,"Pumps, Pumps and liquid elevators and Liquid elevators",8424,"Fire extinguishers, Spray guns and similar appliances and Mechanical appliances",0.8537
8421,Centrifuges and Machinery,8431,"Machinery, Lifts, skip hoists or escalators, Machinery parts and Boring or sinking machinery",0.8536
8421,Centrifuges and Machinery,8426,Cranes and Cranes and derricks,0.853
7321,Cooking appliances and plate warmers and Domestic appliances: of iron or steel,8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",0.8528
8207,"Tools, interchangeable: rock drilling or earth boring tools and (for machine or hand tools, whether or not power-operated)",9033,"Machines and appliances: parts and accessories, n.e.c. in chapter 90",0.8525
8431,"Machinery, Lifts, skip hoists or escalators, Machinery parts and Boring or sinking machinery",8436,"Machinery, Poultry incubators and brooders and Poultry-keeping machinery",0.8513
8462,"Machine-tools: forging or die-stamping machines (including presses) and hammers, bending, and others",8477,"Machinery: injection-moulding machines, extruders, blow moulding machines, and others",0.851
8426,Cranes and Cranes and derricks,8436,"Machinery, Poultry incubators and brooders and Poultry-keeping machinery",0.8504
7321,Cooking appliances and plate warmers and Domestic appliances: of iron or steel,7616,Aluminium: nails and articles,0.8497
8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",9026,"Instruments and apparatus for measuring or checking liquid or gas flow, level or pressure",0.8495
8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",8422,Dish washing machines and Machinery,0.8486
8421,Centrifuges and Machinery,8432,"Ploughs, Harrows, Seeders, planters and transplanters, Spreaders and distributors, Rollers and Machinery",0.848
8431,"Machinery, Lifts, skip hoists or escalators, Machinery parts and Boring or sinking machinery",8462,"Machine-tools: forging or die-stamping machines (including presses) and hammers, bending, and others",0.8469
8422,Dish washing machines and Machinery,8486,"Machines for semiconductor, flat panel display and mask manufacture",0.8462
8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",8906,Vessels: warships and other,0.8462
8480,"Moulding boxes, Mould bases, Moulding patterns and Moulds",9033,"Machines and appliances: parts and accessories, n.e.c. in chapter 90",0.846
8483,"Transmission shafts (including cam shafts and crank shafts) and cranks, Bearing housings, incorporating ball or roller bearings, and others",9033,"Machines and appliances: parts and accessories, n.e.c. in chapter 90",0.8459
8437,Machines and Machinery,8466,Machine-tools: parts and accessories,0.8457
8462,"Machine-tools: forging or die-stamping machines (including presses) and hammers, bending, and others",8465,"Machine-tools: for working wood, cork, bone, hard rubber",0.8457
8413,"Pumps, Pumps and liquid elevators and Liquid elevators",8431,"Machinery, Lifts, skip hoists or escalators, Machinery parts and Boring or sinking machinery",0.8456
7321,Cooking appliances and plate warmers and Domestic appliances: of iron or steel,8432,"Ploughs, Harrows, Seeders, planters and transplanters, Spreaders and distributors, Rollers and Machinery",0.8453
8537,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517)",8538,Electrical apparatus: parts for switchboards and control panels,0.8452
8517,Telephones and other communication apparatus,9031,"Machines, Test benches, Optical instruments and appliances and Instruments, appliances and machines",0.8449
8413,"Pumps, Pumps and liquid elevators and Liquid elevators",8465,"Machine-tools: for working wood, cork, bone, hard rubber",0.844
8431,"Machinery, Lifts, skip hoists or escalators, Machinery parts and Boring or sinking machinery",9033,"Machines and appliances: parts and accessories, n.e.c. in chapter 90",0.8435
8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",9033,"Machines and appliances: parts and accessories, n.e.c. in chapter 90",0.8434
8422,Dish washing machines and Machinery,8426,Cranes and Cranes and derricks,0.8413
7308,"Iron or steel: structures and parts (bridges, towers, doors, scaffolding)",8428,"Lifts and skip hoists, Elevators and conveyors, Escalators and moving walkways, and others",0.8411
8438,"Machinery: industrial, used in the industrial preparation or manufacture of food or drink, and others",8707,"Vehicle bodies, including cabs",0.841
7308,"Iron or steel: structures and parts (bridges, towers, doors, scaffolding)",8421,Centrifuges and Machinery,0.8408
8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",8413,"Pumps, Pumps and liquid elevators and Liquid elevators",0.8402
8207,"Tools, interchangeable: rock drilling or earth boring tools and (for machine or hand tools, whether or not power-operated)",8486,"Machines for semiconductor, flat panel display and mask manufacture",0.8402
8474,"Machines: mineral sorting, crushing and mixing",8479,"Machinery and mechanical appliances, Machinery, Machines and Machines and mechanical appliances",0.8399
8436,"Machinery, Poultry incubators and brooders and Poultry-keeping machinery",8462,"Machine-tools: forging or die-stamping machines (including presses) and hammers, bending, and others",0.8393
8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",8436,"Machinery, Poultry incubators and brooders and Poultry-keeping machinery",0.8393
8413,"Pumps, Pumps and liquid elevators and Liquid elevators",8479,"Machinery and mechanical appliances, Machinery, Machines and Machines and mechanical appliances",0.8388
4817,"Paper and paperboard: envelopes, letter cards and boxes",8442,Machinery and equipment for preparing or making printing components,0.838
8413,"Pumps, Pumps and liquid elevators and Liquid elevators",8483,"Transmission shafts (including cam shafts and crank shafts) and cranks, Bearing housings, incorporating ball or roller bearings, and others",0.8377
7325,Iron and Iron or steel,8708,"Vehicles, Vehicle parts and Vehicle parts and accessories",0.8364
8437,Machines and Machinery,8474,"Machines: mineral sorting, crushing and mixing",0.8357
7321,Cooking appliances and plate warmers and Domestic appliances: of iron or steel,8481,"Valves and Taps, cocks, valves and similar appliances",0.8356
7308,"Iron or steel: structures and parts (bridges, towers, doors, scaffolding)",8422,Dish washing machines and Machinery,0.8354
8480,"Moulding boxes, Mould bases, Moulding patterns and Moulds",8486,"Machines for semiconductor, flat panel display and mask manufacture",0.8352
8421,Centrifuges and Machinery,8474,"Machines: mineral sorting, crushing and mixing",0.8351
8436,"Machinery, Poultry incubators and brooders and Poultry-keeping machinery",8437,Machines and Machinery,0.8345
8438,"Machinery: industrial, used in the industrial preparation or manufacture of food or drink, and others",8462,"Machine-tools: forging or die-stamping machines (including presses) and hammers, bending, and others",0.8342
8426,Cranes and Cranes and derricks,8906,Vessels: warships and other,0.8337
8414,"Pumps, Compressors, Fans, Hoods and Pumps and compressors",8415,Air conditioning machines,0.8336
7308,"Iron or steel: structures and parts (bridges, towers, doors, scaffolding)",8906,Vessels: warships and other,0.8335
8412,"Engines and motors: reaction, hydraulic and pneumatic power engines",8437,Machines and Machinery,0.8335
7321,Cooking appliances and plate warmers and Domestic appliances: of iron or steel,8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",0.833
4819,"Paper and paperboard: cartons, folding cartons, sacks and bags of paper, sacks and bags, packing containers and box files",4823,"Paper and paperboard, Paper pulp and Paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres",0.8328
7204,Ferrous waste and scrap and Ferrous products,9033,"Machines and appliances: parts and accessories, n.e.c. in chapter 90",0.8323
0304,"Fish: swordfish (Xiphias gladius), toothfish (Dissostichus spp.), and others",1905,"Food preparations: crispbread, gingerbread and the like, sweet biscuits, waffles and wafers, rusks and bakers' wares",0.8323
8534,Circuits: printed,8542,Electronic integrated circuits and Parts of electronic integrated circuits,0.832
8421,Centrifuges and Machinery,8477,"Machinery: injection-moulding machines, extruders, blow moulding machines, and others",0.8319
8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",8542,Electronic integrated circuits and Parts of electronic integrated circuits,0.8316
4409,"Wood: continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",4418,"Wood: windows, doors and their frames and thresholds, shuttering for concrete constructional work, and others",0.8311
7304,"Iron or steel: seamless tubes, pipes and casing",8479,"Machinery and mechanical appliances, Machinery, Machines and Machines and mechanical appliances",0.831
8517,Telephones and other communication apparatus,8542,Electronic integrated circuits and Parts of electronic integrated circuits,0.8291
8481,"Valves and Taps, cocks, valves and similar appliances",8536,"Electrical apparatus and Connectors for optical fibres, optical fibre bundles or cables",0.829
8542,Electronic integrated circuits and Parts of electronic integrated circuits,8543,"Electrical machines and apparatus: particle accelerators, signal generators, for electroplating, having individual functions, and others",0.8287
8707,"Vehicle bodies, including cabs",9033,"Machines and appliances: parts and accessories, n.e.c. in chapter 90",0.8287
8473,"Typewriters and word-processing machines, Calculating machines, Machinery and Machines",8517,Telephones and other communication apparatus,0.8287
7321,Cooking appliances and plate warmers and Domestic appliances: of iron or steel,8716,"Trailers and semi-trailers, Tanker trailers and tanker semi-trailers, Vehicles and Trailers, semi-trailers and other vehicles not mechanically propelled",0.8285
